key,productCode,productCode
tradeItem,LC0352,LC0352
tradeItem,LC0354,LC0354
tradeItem,LC0355,LC0355
tradeItem,LC0356,LC0356
tradeItem,LC0357,LC0357
tradeItem,LC0358,LC0358
tradeItem,LC0360,LC0360
tradeItem,LC0361,LC0361
tradeItem,LC0362,LC0362
tradeItem,LC0363,LC0363
tradeItem,LC0364,LC0364
tradeItem,LC0365,LC0365
tradeItem,LC0368,LC0368
tradeItem,LC0369,LC0369
tradeItem,LC0370,LC0370
tradeItem,LC0371,LC0371
tradeItem,LC0372,LC0372
tradeItem,LC0373,LC0373
tradeItem,LC0374,LC0374
tradeItem,LC0375,LC0375
tradeItem,LC0376,LC0376
tradeItem,LC0377,LC0377
tradeItem,LC0378,LC0378
tradeItem,LC0379,LC0379
tradeItem,LC0381,LC0381
tradeItem,LC0382,LC0382
tradeItem,LC0385,LC0385
tradeItem,LC0386,LC0386
tradeItem,LC0387,LC0387
tradeItem,LC0391,LC0391
tradeItem,LC0392,LC0392
tradeItem,LC0393,LC0393
tradeItem,LC0394,LC0394
tradeItem,LC0395,LC0395
tradeItem,LC0396,LC0396
tradeItem,LC0397,LC0397
tradeItem,LC0398,LC0398
tradeItem,LC0402,LC0402
tradeItem,LC0408,LC0408
tradeItem,LC0410,LC0410
tradeItem,LC0411,LC0411
tradeItem,LC0414,LC0414
tradeItem,LC0415,LC0415
tradeItem,LC0416,LC0416
tradeItem,LC0419,LC0419
tradeItem,LC0424,LC0424
tradeItem,LC0427,LC0427
tradeItem,LC0428,LC0428
tradeItem,LC0429,LC0429
tradeItem,LC0439,LC0439
tradeItem,LC0440,LC0440
tradeItem,LC0444,LC0444
tradeItem,LC0445,LC0445
tradeItem,LC0446,LC0446
tradeItem,LC0447,LC0447
tradeItem,LC0448,LC0448
tradeItem,LC0449,LC0449
tradeItem,LC0452,LC0452
tradeItem,LC0453,LC0453
tradeItem,LC0454,LC0454
tradeItem,LC0456,LC0456
tradeItem,LC0457,LC0457
tradeItem,LC0458,LC0458
tradeItem,LC0459,LC0459
tradeItem,LC0460,LC0460
tradeItem,LC0461,LC0461
tradeItem,LC0462,LC0462
tradeItem,LC0463,LC0463
tradeItem,LC0464,LC0464
tradeItem,LC0465,LC0465
tradeItem,LC0466,LC0466
tradeItem,LC0467,LC0467
tradeItem,LC0468,LC0468
tradeItem,LC0469,LC0469
tradeItem,LC0470,LC0470
tradeItem,LC0471,LC0471
tradeItem,LC0472,LC0472
tradeItem,LC0473,LC0473
tradeItem,LC0474,LC0474
tradeItem,LC0475,LC0475
tradeItem,LC0476,LC0476
tradeItem,LC0477,LC0477
tradeItem,LC0478,LC0478
tradeItem,LC0479,LC0479
tradeItem,LC0480,LC0480
tradeItem,LC0481,LC0481
tradeItem,LC0482,LC0482
tradeItem,LC0483,LC0483
tradeItem,MAL0001,MAL0001
tradeItem,MAL0002,MAL0002
tradeItem,MAL0003,MAL0003
tradeItem,MAL0004,MAL0004
tradeItem,MAL0005,MAL0005
tradeItem,MAL0006,MAL0006
tradeItem,MAL0007,MAL0007
tradeItem,MAL0008,MAL0008
tradeItem,MAL0009,MAL0009
tradeItem,MAL0010,MAL0010
tradeItem,MAL0011,MAL0011
tradeItem,MAL0012,MAL0012
tradeItem,MAL0013,MAL0013
tradeItem,MAL0014,MAL0014
tradeItem,MAL0015,MAL0015
tradeItem,MAL0016,MAL0016
tradeItem,MAL0017,MAL0017
tradeItem,MAL0018,MAL0018
tradeItem,RH0001,RH0001
tradeItem,RH0002,RH0002
tradeItem,RH0003,RH0003
tradeItem,RH0004,RH0004
tradeItem,RH0005,RH0005
tradeItem,RH0006,RH0006
tradeItem,RH0007,RH0007
tradeItem,RH0008,RH0008
tradeItem,RH0009,RH0009
tradeItem,RH0010,RH0010
tradeItem,RH0011,RH0011
tradeItem,RH0012,RH0012
tradeItem,RH0013,RH0013
tradeItem,RH0014,RH0014
tradeItem,RH0015,RH0015
tradeItem,RH0016,RH0016
tradeItem,TB0001,TB0001
tradeItem,TB0002,TB0002
tradeItem,TB0003,TB0003
tradeItem,TB0004,TB0004
tradeItem,TB0005,TB0005
tradeItem,TB0006,TB0006
tradeItem,TB0007,TB0007
tradeItem,TB0008,TB0008
tradeItem,TB0009,TB0009
tradeItem,TB0010,TB0010
tradeItem,TB0011,TB0011
tradeItem,TB0012,TB0012
tradeItem,TB0013,TB0013
tradeItem,TB0014,TB0014
tradeItem,TB0015,TB0015
tradeItem,TB0016,TB0016
tradeItem,EM0652,EM0652
tradeItem,EM0653,EM0653
tradeItem,EM0654,EM0654
tradeItem,EM0655,EM0655
tradeItem,EM0656,EM0656
tradeItem,EM0657,EM0657
tradeItem,EM0658,EM0658
tradeItem,EM0659,EM0659
tradeItem,EM0660,EM0660
tradeItem,EM0661,EM0661
tradeItem,EM0662,EM0662
tradeItem,EM0663,EM0663
tradeItem,EM0664,EM0664
tradeItem,EM0665,EM0665
tradeItem,EM0666,EM0666
tradeItem,EM0667,EM0667
tradeItem,EM0668,EM0668
tradeItem,EM0669,EM0669
tradeItem,EM0670,EM0670
tradeItem,HIV0013,HIV0013
tradeItem,HIV0014,HIV0014
tradeItem,HIV0012,HIV0012
tradeItem,MAL0021,MAL0021
tradeItem,MAL0019,MAL0019
tradeItem,MAL0020,MAL0020
tradeItem,MAL0022,MAL0022
