productCode, description, name,dispensingUnit, packRoundingThreshold, packSize, roundToZero,netContent,productCode
GAMB00201,Acetazolamide 250mg tablets,Acetazolamide 250mg tablets,dispensingUnit:each,1,1,True,1,GAMB00201
GAMB00202,Pilocarpine 2% /4%eye drops,Pilocarpine 2% /4%eye drops,dispensingUnit:each,1,1,True,1,GAMB00202
GAMB00203,Timolol 0.25% /0.5%eye drops,Timolol 0.25% /0.5%eye drops,dispensingUnit:each,1,1,True,1,GAMB00203
GAMB00204,Atropine 1% eye drops,Atropine 1% eye drops,dispensingUnit:each,1,1,True,1,GAMB00204
GAMB00205,Cyclopentolate 1%/0.5% eye drops,Cyclopentolate 1%/0.5% eye drops,dispensingUnit:each,1,1,True,1,GAMB00205
GAMB00206,Tropicamide 1% eye drops,Tropicamide 1% eye drops,dispensingUnit:each,1,1,True,1,GAMB00206
GAMB00207,Ergometrine 0.5mg /ml injection,Ergometrine 0.5mg /ml injection,dispensingUnit:each,1,1,True,1,GAMB00207
GAMB00208,Ergometrine 0.5mg TAB,Ergometrine 0.5mg TAB,dispensingUnit:each,1,1,True,1,GAMB00208
GAMB00209,Misoprostol 200mg tablets,Misoprostol 200mg tablets,dispensingUnit:each,1,1,True,1,GAMB00209
GAMB00210,Oxytocin 10iu/ml,Oxytocin 10iu/ml,dispensingUnit:each,1,1,True,1,GAMB00210
GAMB00211,"Magnesium Sulphate 50% injection, vial","Magnesium Sulphate 50% injection, vial",dispensingUnit:each,1,1,True,1,GAMB00211
GAMB00212,Amitriptyline 25mg,Amitriptyline 25mg,dispensingUnit:each,1,1,True,1,GAMB00212
GAMB00213,Chlorpromazine 25mg/ml injection,Chlorpromazine 25mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00213
GAMB00214,Chlorpromazine 25mg tablet,Chlorpromazine 25mg tablet,dispensingUnit:each,1,1,True,1,GAMB00214
GAMB00215,Chlorpromazine 100mg tablets,Chlorpromazine 100mg tablets,dispensingUnit:each,1,1,True,1,GAMB00215
GAMB00216,Diazepam 5mg tablets,Diazepam 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00216
GAMB00217,Diazepam inj. 5mg/ml,Diazepam inj. 5mg/ml,dispensingUnit:each,1,1,True,1,GAMB00217
GAMB00218,Fluphenazinedecanoate 25mg/ml injection,Fluphenazinedecanoate 25mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00218
GAMB00219,Haloperidol 5mg /ml injection,Haloperidol 5mg /ml injection,dispensingUnit:each,1,1,True,1,GAMB00219
GAMB00220,Haloperidol 5mg tablets,Haloperidol 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00220
GAMB00221,Imipramine 25mg tablets,Imipramine 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00221
GAMB00222,Risperidone 2mg tabs,Risperidone 2mg tabs,dispensingUnit:each,1,1,True,1,GAMB00222
GAMB00223,Thioridazine 5omg/100mg tab,Thioridazine 5omg/100mg tab,dispensingUnit:each,1,1,True,1,GAMB00223
GAMB00224,Trihexylphenidyl 2mg tablet,Trihexylphenidyl 2mg tablet,dispensingUnit:each,1,1,True,1,GAMB00224
GAMB00225,Adrenalne (Epinephrine) 1mg/ml injection,Adrenalne (Epinephrine) 1mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00225
GAMB00226,Aminophylline 25mg/ml injection,Aminophylline 25mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00226
GAMB00227,Aminophylline 100mg tablets,Aminophylline 100mg tablets,dispensingUnit:each,1,1,True,1,GAMB00227
GAMB00228,Beclomethasone 50mcg/dose inhaler,Beclomethasone 50mcg/dose inhaler,dispensingUnit:each,1,1,True,1,GAMB00228
GAMB00229,Ipratropium 250mcg/ml nebulizer,Ipratropium 250mcg/ml nebulizer,dispensingUnit:each,1,1,True,1,GAMB00229
GAMB00230,Salbutamol 4mg tablets,Salbutamol 4mg tablets,dispensingUnit:each,1,1,True,1,GAMB00230
GAMB00231,Salbutamol 2mg tablets,Salbutamol 2mg tablets,dispensingUnit:each,1,1,True,1,GAMB00231
GAMB00232,Salbutamol 2mg/5ml syrup,Salbutamol 2mg/5ml syrup,dispensingUnit:each,1,1,True,1,GAMB00232
GAMB00233,Salbutamol 2mg/ml respiratory solution,Salbutamol 2mg/ml respiratory solution,dispensingUnit:each,1,1,True,1,GAMB00233
GAMB00234,Salbutamol 50mcg/ml inj,Salbutamol 50mcg/ml inj,dispensingUnit:each,1,1,True,1,GAMB00234
GAMB00235,Salbutamol 100mcg/dose inhaler,Salbutamol 100mcg/dose inhaler,dispensingUnit:each,1,1,True,1,GAMB00235
GAMB00236,Oral Rehydration Salts (ORS),Oral Rehydration Salts (ORS),dispensingUnit:each,1,1,True,1,GAMB00236
GAMB00237,Calcium Gluconate 10% injection,Calcium Gluconate 10% injection,dispensingUnit:each,1,1,True,1,GAMB00237
GAMB00238,Glucose (Dextrose) 50% Isotonic injection,Glucose (Dextrose) 50% Isotonic injection,dispensingUnit:each,1,1,True,1,GAMB00238
GAMB00239,Glucose (Dextrose) 5% hypertonic injection,Glucose (Dextrose) 5% hypertonic injection,dispensingUnit:each,1,1,True,1,GAMB00239
GAMB00240,Glucose 5% + Sodium Chloride 0.9% solution,Glucose 5% + Sodium Chloride 0.9% solution,dispensingUnit:each,1,1,True,1,GAMB00240
GAMB00241,Mannitol 10% /20% injection,Mannitol 10% /20% injection,dispensingUnit:each,1,1,True,1,GAMB00241
GAMB00242,Sodium Bicarbonate 8.4% injection,Sodium Bicarbonate 8.4% injection,dispensingUnit:each,1,1,True,1,GAMB00242
GAMB00243,Sodium Chloride 0.9% Intravenous solution,Sodium Chloride 0.9% Intravenous solution,dispensingUnit:each,1,1,True,1,GAMB00243
GAMB00244,Sodium Lactate Compound Intravenous solution,Sodium Lactate Compound Intravenous solution,dispensingUnit:each,1,1,True,1,GAMB00244
GAMB00245,Water for injection,Water for injection,dispensingUnit:each,1,1,True,1,GAMB00245
GAMB00246,Ring pessaries (for uterine prolapses),Ring pessaries (for uterine prolapses),dispensingUnit:each,1,1,True,1,GAMB00246
GAMB00247,Ascorbic Acid (Vitamin C) 500mg/100mg,Ascorbic Acid (Vitamin C) 500mg/100mg,dispensingUnit:each,1,1,True,1,GAMB00247
GAMB00248,Calcium Lactate 300mg tablets,Calcium Lactate 300mg tablets,dispensingUnit:each,1,1,True,1,GAMB00248
GAMB00249,Multivitamin tablets,Multivitamin tablets,dispensingUnit:each,1,1,True,1,GAMB00249
GAMB00250,Multivtamin syrup,Multivtamin syrup,dispensingUnit:each,1,1,True,1,GAMB00250
GAMB00251,Phytomenadione 10mg/ml inj,Phytomenadione 10mg/ml inj,dispensingUnit:each,1,1,True,1,GAMB00251
GAMB00252,Pyridoxine 10mg/15mg tablets,Pyridoxine 10mg/15mg tablets,dispensingUnit:each,1,1,True,1,GAMB00252
GAMB00253,"Retinol (Vitamin A ) 200,000 IU/6mg capsules","Retinol (Vitamin A ) 200,000 IU/6mg capsules",dispensingUnit:each,1,1,True,1,GAMB00253
GAMB00254,Thiamine 100mg tablets,Thiamine 100mg tablets,dispensingUnit:each,1,1,True,1,GAMB00254
GAMB00255,Vitamin B Compound tablets,Vitamin B Compound tablets,dispensingUnit:each,1,1,True,1,GAMB00255
GAMB00256,Vitamin B compound Inj,Vitamin B compound Inj,dispensingUnit:each,1,1,True,1,GAMB00256
GAMB00257,Abacavir 50mg/5ml syrup,Abacavir 50mg/5ml syrup,dispensingUnit:each,1,1,True,1,GAMB00257
GAMB00258,"Abacavir/Lamivudine/Zidovudine 60/30/60mg,300/150/300mg tabs","Abacavir/Lamivudine/Zidovudine 60/30/60mg,300/150/300mg tabs",dispensingUnit:each,1,1,True,1,GAMB00258
GAMB00259,Aciclovir 200mg tabs,Aciclovir 200mg tabs,dispensingUnit:each,1,1,True,1,GAMB00259
GAMB00260,Aciclovir 5% cream,Aciclovir 5% cream,dispensingUnit:each,1,1,True,1,GAMB00260
GAMB00261,Aciclovir 250mg powder (as sodium salt)/vial,Aciclovir 250mg powder (as sodium salt)/vial,dispensingUnit:each,1,1,True,1,GAMB00261
GAMB00262,"Didanosine 200mg, 250mg tabs","Didanosine 200mg, 250mg tabs",dispensingUnit:each,1,1,True,1,GAMB00262
GAMB00263,"Efavirenz 200mg, 600mg tabs","Efavirenz 200mg, 600mg tabs",dispensingUnit:each,1,1,True,1,GAMB00263
GAMB00264,Lamivudine 50mg/5ml syrup,Lamivudine 50mg/5ml syrup,dispensingUnit:each,1,1,True,1,GAMB00264
GAMB00265,Lamivudine 150mg tabs,Lamivudine 150mg tabs,dispensingUnit:each,1,1,True,1,GAMB00265
GAMB00266,Lamivudine/Tenofovir 300/300mg(tab),Lamivudine/Tenofovir 300/300mg(tab),dispensingUnit:each,1,1,True,1,GAMB00266
GAMB00267,Lamivudine 150mg / Zidovudine 300mg tabs,Lamivudine 150mg / Zidovudine 300mg tabs,dispensingUnit:each,1,1,True,1,GAMB00267
GAMB00268,Lamivudine/Stavudine/Nevirapine 30/6/50(tab),Lamivudine/Stavudine/Nevirapine 30/6/50(tab),dispensingUnit:each,1,1,True,1,GAMB00268
GAMB00269,"Lamivudine/Zidovudine/Nevirapine 30/60/50mg(tab),150/300/200mg tabs","Lamivudine/Zidovudine/Nevirapine 30/60/50mg(tab),150/300/200mg tabs",dispensingUnit:each,1,1,True,1,GAMB00269
GAMB00270,Nevirapine 50mg/ml,Nevirapine 50mg/ml,dispensingUnit:each,1,1,True,1,GAMB00270
GAMB00271,Nevirapine 200mg tabs,Nevirapine 200mg tabs,dispensingUnit:each,1,1,True,1,GAMB00271
GAMB00272,Tenofovir 300mg tabs,Tenofovir 300mg tabs,dispensingUnit:each,1,1,True,1,GAMB00272
GAMB00273,Stavudine 15mg tabs,Stavudine 15mg tabs,dispensingUnit:each,1,1,True,1,GAMB00273
GAMB00274,Zidovudine 50mg/5ml syrup,Zidovudine 50mg/5ml syrup,dispensingUnit:each,1,1,True,1,GAMB00274
GAMB00275,Zidovudine 300mg tabs,Zidovudine 300mg tabs,dispensingUnit:each,1,1,True,1,GAMB00275
GAMB00276,Tamsulosin 400mcg capsule,Tamsulosin 400mcg capsule,dispensingUnit:each,1,1,True,1,GAMB00276
GAMB00277,Terazosin 2mg/5mg tablet,Terazosin 2mg/5mg tablet,dispensingUnit:each,1,1,True,1,GAMB00277
GAMB00278,Clomiphene citrate 50mg tab,Clomiphene citrate 50mg tab,dispensingUnit:each,1,1,True,1,GAMB00278
GAMB00279,Antihaemorrhoidal suppositories/ ointment,Antihaemorrhoidal suppositories/ ointment,dispensingUnit:each,1,1,True,1,GAMB00279
GAMB00280,Erythropoietin,Erythropoietin,dispensingUnit:each,1,1,True,1,GAMB00280
GAMB00281,Total Parental Nutrition,Total Parental Nutrition,dispensingUnit:each,1,1,True,1,GAMB00281
GAMB00282,Water for injection,Water for injection,dispensingUnit:each,1,1,True,1,GAMB00282
GAMB00283,Allupurinol 100mg/300mg,Allupurinol 100mg/300mg,dispensingUnit:each,1,1,True,1,GAMB00283
GAMB00284,Chloroquine 150mg base,Chloroquine 150mg base,dispensingUnit:each,1,1,True,1,GAMB00284
GAMB00285,Albumin 5%/20%,Albumin 5%/20%,dispensingUnit:each,1,1,True,1,GAMB00285
GAMB00286,Bromocriptine,Bromocriptine,dispensingUnit:each,1,1,True,1,GAMB00286
GAMB00287,Cabergolin,Cabergolin,dispensingUnit:each,1,1,True,1,GAMB00287
GAMB00288,"Lamivudine/Zidovudine 150/300mg, 60 tablets","Lamivudine/Zidovudine 150/300mg, 60 tablets",dispensingUnit:each,1,1,True,1,GAMB00288
GAMB00289,"Dolutegravir 50mg, 30 tablets","Dolutegravir 50mg, 30 tablets",dispensingUnit:each,1,1,True,1,GAMB00289
GAMB00290,"Dolutegravir 10mg, 30 tablets","Dolutegravir 10mg, 30 tablets",dispensingUnit:each,1,1,True,1,GAMB00290
GAMB00291,"Dolutegravir/Lamivudine/Tenofovir 50/300/300mg, 30 tablets","Dolutegravir/Lamivudine/Tenofovir 50/300/300mg, 30 tablets",dispensingUnit:each,1,1,True,1,GAMB00291
GAMB00292,"Abacavir/Lamivudine 120/60mg scored, 30 dispersible tablets","Abacavir/Lamivudine 120/60mg scored, 30 dispersible tablets",dispensingUnit:each,1,1,True,1,GAMB00292
GAMB00293,"Lamivudine/Zidovudine 30/60mg, 60 dispersible tablets","Lamivudine/Zidovudine 30/60mg, 60 dispersible tablets",dispensingUnit:each,1,1,True,1,GAMB00293
GAMB00294,"Lopinavir/Ritonavir 100/25mg, 60 tablets","Lopinavir/Ritonavir 100/25mg, 60 tablets",dispensingUnit:each,1,1,True,1,GAMB00294
GAMB00295,Zidovudine 50mg/5ml Oral solution 240ml,Zidovudine 50mg/5ml Oral solution 240ml,dispensingUnit:each,1,1,True,1,GAMB00295
GAMB00296,Nevirapine 10mg/ml oral suspension 100ml,Nevirapine 10mg/ml oral suspension 100ml,dispensingUnit:each,1,1,True,1,GAMB00296
GAMB00297,"Atazanavir/Ritonavir 300/100mg, 30 tablets","Atazanavir/Ritonavir 300/100mg, 30 tablets",dispensingUnit:each,1,1,True,1,GAMB00297
GAMB00298,"Atazanavir/Ritonavir 300/150mg, 30 tablets","Atazanavir/Ritonavir 300/150mg, 30 tablets",dispensingUnit:each,1,1,True,1,GAMB00298
GAMB00299,HIV 1/2-O - First Response HIV 1-2.0 v.3.0 Cards Kit - 30 tests,HIV 1/2-O - First Response HIV 1-2.0 v.3.0 Cards Kit - 30 tests,dispensingUnit:each,1,1,True,1,GAMB00299
GAMB00300,HIV 1/2 – MultiSure HIV Rapid Test – 20 tests,HIV 1/2 – MultiSure HIV Rapid Test – 20 tests,dispensingUnit:each,1,1,True,1,GAMB00300
GAMB00301,ALERE DETERMINE™ HIV-1/HIV-2 RAPID TEST Complete HIV Kit - 100 tests,ALERE DETERMINE™ HIV-1/HIV-2 RAPID TEST Complete HIV Kit - 100 tests,dispensingUnit:each,1,1,True,1,GAMB00301
GAMB00302,SD Bioline HIV/Syphilis Duo Test Kit -(25 test/kit),SD Bioline HIV/Syphilis Duo Test Kit -(25 test/kit),dispensingUnit:each,1,1,True,1,GAMB00302
GAMB00303,Abbott 96 Deep well Plates,Abbott 96 Deep well Plates,dispensingUnit:each,1,1,True,1,GAMB00303
GAMB00304,Abbott 96 well Optical Reaction Plates,Abbott 96 well Optical Reaction Plates,dispensingUnit:each,1,1,True,1,GAMB00304
GAMB00305,Abbott 96 well Optical Adhesive Covers 1 x 100pcs,Abbott 96 well Optical Adhesive Covers 1 x 100pcs,dispensingUnit:each,1,1,True,1,GAMB00305
GAMB00306,"Abbott RealTime HIV Amplification reagent kit ,96 pcs","Abbott RealTime HIV Amplification reagent kit ,96 pcs",dispensingUnit:each,1,1,True,1,GAMB00306
GAMB00307,Abbott RealTime HIV Calibrator kit,Abbott RealTime HIV Calibrator kit,dispensingUnit:each,1,1,True,1,GAMB00307
GAMB00308,Abbott RealTime HIV Control kit,Abbott RealTime HIV Control kit,dispensingUnit:each,1,1,True,1,GAMB00308
GAMB00309,Abbott RealTime HIV Qual. Control kit,Abbott RealTime HIV Qual. Control kit,dispensingUnit:each,1,1,True,1,GAMB00309
GAMB00310,Abbott RealTime HIV Qualitative Amplification reagent kits,Abbott RealTime HIV Qualitative Amplification reagent kits,dispensingUnit:each,1,1,True,1,GAMB00310
GAMB00311,"Abbott Sample Preparation Reagents system bulk lysis buffer,3X70ml","Abbott Sample Preparation Reagents system bulk lysis buffer,3X70ml",dispensingUnit:each,1,1,True,1,GAMB00311
GAMB00312,Absolute Ethanol 1L,Absolute Ethanol 1L,dispensingUnit:each,1,1,True,1,GAMB00312
GAMB00313,BD FACSClean (5L),BD FACSClean (5L),dispensingUnit:each,1,1,True,1,GAMB00313
GAMB00314,BD FACSRinse (5L),BD FACSRinse (5L),dispensingUnit:each,1,1,True,1,GAMB00314
GAMB00315,Blue paper towel Roll 1 x 24 pcs,Blue paper towel Roll 1 x 24 pcs,dispensingUnit:each,1,1,True,1,GAMB00315
GAMB00316,Consumables for dialysis,Consumables for dialysis,dispensingUnit:each,1,1,True,1,GAMB00316
GAMB00317,Consumables for lab,Consumables for lab,dispensingUnit:each,1,1,True,1,GAMB00317
GAMB00318,"Cryo tubes 2 mls ,1000pcs","Cryo tubes 2 mls ,1000pcs",dispensingUnit:each,1,1,True,1,GAMB00318
GAMB00319,100 well Cryovial box,100 well Cryovial box,dispensingUnit:each,1,1,True,1,GAMB00319
GAMB00320,DBS filter papers (Whatman 903TM- five half-inch circles) x 100,DBS filter papers (Whatman 903TM- five half-inch circles) x 100,dispensingUnit:each,1,1,True,1,GAMB00320
GAMB00321,BD Vacutainer EDTA 4ml Blood Collection Tube -1000pcs,BD Vacutainer EDTA 4ml Blood Collection Tube -1000pcs,dispensingUnit:each,1,1,True,1,GAMB00321
GAMB00322,Examination gloves latex (right and left) small,Examination gloves latex (right and left) small,dispensingUnit:each,1,1,True,1,GAMB00322
GAMB00323,Examination gloves latex (right and left) medium,Examination gloves latex (right and left) medium,dispensingUnit:each,1,1,True,1,GAMB00323
GAMB00324,Examination gloves latex (right and left) large,Examination gloves latex (right and left) large,dispensingUnit:each,1,1,True,1,GAMB00324
GAMB00325,FACSCount Controls (25 tests),FACSCount Controls (25 tests),dispensingUnit:each,1,1,True,1,GAMB00325
GAMB00326,FACSCount Reagents (50 tests),FACSCount Reagents (50 tests),dispensingUnit:each,1,1,True,1,GAMB00326
GAMB00327,FACSFlow 20l,FACSFlow 20l,dispensingUnit:each,1,1,True,1,GAMB00327
GAMB00328,HB301 microcurvette,HB301 microcurvette,dispensingUnit:each,1,1,True,1,GAMB00328
GAMB00329,Hemocue HB301 Analyzer g/dl,Hemocue HB301 Analyzer g/dl,dispensingUnit:each,1,1,True,1,GAMB00329
GAMB00330,m2000sp 1000ul Pipette Tip,m2000sp 1000ul Pipette Tip,dispensingUnit:each,1,1,True,1,GAMB00330
GAMB00331,m2000sp 200mL Reagent Vessel,m2000sp 200mL Reagent Vessel,dispensingUnit:each,1,1,True,1,GAMB00331
GAMB00332,m2000sp 200ul Pipette Tip,m2000sp 200ul Pipette Tip,dispensingUnit:each,1,1,True,1,GAMB00332
GAMB00333,m2000sp 96 Deep Well Plate 1 x 32pcs,m2000sp 96 Deep Well Plate 1 x 32pcs,dispensingUnit:each,1,1,True,1,GAMB00333
GAMB00334,"m2000sp Reaction Vessels , 4 x 500 pcs","m2000sp Reaction Vessels , 4 x 500 pcs",dispensingUnit:each,1,1,True,1,GAMB00334
GAMB00335,m2000sp Biohazard bag 1 x 50pcs,m2000sp Biohazard bag 1 x 50pcs,dispensingUnit:each,1,1,True,1,GAMB00335
GAMB00336,"m2000sp tube master mix with caps ,25pcs","m2000sp tube master mix with caps ,25pcs",dispensingUnit:each,1,1,True,1,GAMB00336
GAMB00337,Medonic control (blood) tri-level 16 parameters,Medonic control (blood) tri-level 16 parameters,dispensingUnit:each,1,1,True,1,GAMB00337
GAMB00338,Medonic M-series diluent reagent,Medonic M-series diluent reagent,dispensingUnit:each,1,1,True,1,GAMB00338
GAMB00339,Medonic M-series lysing reagent,Medonic M-series lysing reagent,dispensingUnit:each,1,1,True,1,GAMB00339
GAMB00340,Abbott mSample Preparation system RNA kit (4x24),Abbott mSample Preparation system RNA kit (4x24),dispensingUnit:each,1,1,True,1,GAMB00340
GAMB00341,Abbott mSample Preparation system DNA kit (4x24),Abbott mSample Preparation system DNA kit (4x24),dispensingUnit:each,1,1,True,1,GAMB00341
GAMB00342,Optical calibration kits 1x 10pcs,Optical calibration kits 1x 10pcs,dispensingUnit:each,1,1,True,1,GAMB00342
GAMB00343,Pima Cartridge kit,Pima Cartridge kit,dispensingUnit:each,1,1,True,1,GAMB00343
GAMB00344,Pippets Yellow tips 200ul-1000 pcs,Pippets Yellow tips 200ul-1000 pcs,dispensingUnit:each,1,1,True,1,GAMB00344
GAMB00345,Pippets Yellow tips 20ul-1000 pcs,Pippets Yellow tips 20ul-1000 pcs,dispensingUnit:each,1,1,True,1,GAMB00345
GAMB00346,FASCount Thermal printer roll (10 roll),FASCount Thermal printer roll (10 roll),dispensingUnit:each,1,1,True,1,GAMB00346
GAMB00347,Screening Test- reference lab -Murex HIV ELISA Ag/Ab combination,Screening Test- reference lab -Murex HIV ELISA Ag/Ab combination,dispensingUnit:each,1,1,True,1,GAMB00347
GAMB00348,Supply Kits for PHC,Supply Kits for PHC,dispensingUnit:each,1,1,True,1,GAMB00348
GAMB00349,"Urine Container, Universal","Urine Container, Universal",dispensingUnit:each,1,1,True,1,GAMB00349
GAMB00350,"Urine Test Strips, 3 Parameters, Bottles/100 Tests (Bottle)","Urine Test Strips, 3 Parameters, Bottles/100 Tests (Bottle)",dispensingUnit:each,1,1,True,1,GAMB00350
GAMB00351,"Urine Test Strips, 10 Parameters, Bottles/100 Tests (Bottle)","Urine Test Strips, 10 Parameters, Bottles/100 Tests (Bottle)",dispensingUnit:each,1,1,True,1,GAMB00351
GAMB00352,Xpert Cartridge -EID,Xpert Cartridge -EID,dispensingUnit:each,1,1,True,1,GAMB00352
GAMB00353,Xpert Cartridge-VL,Xpert Cartridge-VL,dispensingUnit:each,1,1,True,1,GAMB00353
GAMB00354,Sulphuric Acid,Sulphuric Acid,dispensingUnit:each,1,1,True,1,GAMB00354
GAMB00355,"Single Channel Pipette P10, 100, P200, P1000","Single Channel Pipette P10, 100, P200, P1000",dispensingUnit:each,1,1,True,1,GAMB00355
GAMB00356,Multi Channel Pipette,Multi Channel Pipette,dispensingUnit:each,1,1,True,1,GAMB00356
GAMB00357,Pipette Holder,Pipette Holder,dispensingUnit:each,1,1,True,1,GAMB00357
GAMB00358,ELISA Plate reader,ELISA Plate reader,dispensingUnit:each,1,1,True,1,GAMB00358
GAMB00359,ELISA palte Washer,ELISA palte Washer,dispensingUnit:each,1,1,True,1,GAMB00359
GAMB00360,Centrifuge,Centrifuge,dispensingUnit:each,1,1,True,1,GAMB00360
GAMB00361,Incubator,Incubator,dispensingUnit:each,1,1,True,1,GAMB00361
GAMB00362,Needle and Syringe,Needle and Syringe,dispensingUnit:each,1,1,True,1,GAMB00362
GAMB00363,Sharp boxes,Sharp boxes,dispensingUnit:each,1,1,True,1,GAMB00363
GAMB00364,Isoniazid/Rifampicin 75/150mg 24x28 tablets (672),Isoniazid/Rifampicin 75/150mg 24x28 tablets (672),dispensingUnit:each,1,1,True,1,GAMB00364
GAMB00365,Isoniazid/Pyrazinamide/Rifampicin 50/150/75mg dispersible tablets 3x28 (84),Isoniazid/Pyrazinamide/Rifampicin 50/150/75mg dispersible tablets 3x28 (84),dispensingUnit:each,1,1,True,1,GAMB00365
GAMB00366,Ethambutol/Isoniazid/Pyrazinamide/Rifampicin 275/75/400/150mg tablets 24x28 (672),Ethambutol/Isoniazid/Pyrazinamide/Rifampicin 275/75/400/150mg tablets 24x28 (672),dispensingUnit:each,1,1,True,1,GAMB00366
GAMB00367,Isoniazid/Rifampicin 50/75mg dispersible tablets 3x28 (84),Isoniazid/Rifampicin 50/75mg dispersible tablets 3x28 (84),dispensingUnit:each,1,1,True,1,GAMB00367
GAMB00368,Ethambutol 100mg 10 tablet dispersible 10 blister (100),Ethambutol 100mg 10 tablet dispersible 10 blister (100),dispensingUnit:each,1,1,True,1,GAMB00368
GAMB00369,Ethambutol 400mg tablets 24x28 (672),Ethambutol 400mg tablets 24x28 (672),dispensingUnit:each,1,1,True,1,GAMB00369
GAMB00370,Clofazimine 100mg tablet (100),Clofazimine 100mg tablet (100),dispensingUnit:each,1,1,True,1,GAMB00370
GAMB00371,Bedaquiline 100mg tablet (188),Bedaquiline 100mg tablet (188),dispensingUnit:each,1,1,True,1,GAMB00371
GAMB00372,Pyrazinamide 500mg tablets 24x28 (672),Pyrazinamide 500mg tablets 24x28 (672),dispensingUnit:each,1,1,True,1,GAMB00372
GAMB00373,Ethionamide 250mg 10 tablet 10 blister (100),Ethionamide 250mg 10 tablet 10 blister (100),dispensingUnit:each,1,1,True,1,GAMB00373
GAMB00374,Isoniazid 300mg 28 tablet 24 blister (672),Isoniazid 300mg 28 tablet 24 blister (672),dispensingUnit:each,1,1,True,1,GAMB00374
GAMB00375,Moxifloxacin 400mg 10 tablet 10 blister (100),Moxifloxacin 400mg 10 tablet 10 blister (100),dispensingUnit:each,1,1,True,1,GAMB00375
GAMB00376,Isoniazid 100mg 10 tablet 10 blister (100),Isoniazid 100mg 10 tablet 10 blister (100),dispensingUnit:each,1,1,True,1,GAMB00376
GAMB00377,Vitamin B-6 (pyridoxine as hydrochloride) 50 mg tablet (50),Vitamin B-6 (pyridoxine as hydrochloride) 50 mg tablet (50),dispensingUnit:each,1,1,True,1,GAMB00377
GAMB00378,Vitamin B-6 (pyridoxine as hydrochloride) 25mg tablet (100),Vitamin B-6 (pyridoxine as hydrochloride) 25mg tablet (100),dispensingUnit:each,1,1,True,1,GAMB00378
GAMB00379,Absorbent Lab paper,Absorbent Lab paper,dispensingUnit:each,1,1,True,1,GAMB00379
GAMB00380,BACTEC MGIT 960 PZA KIT,BACTEC MGIT 960 PZA KIT,dispensingUnit:each,1,1,True,1,GAMB00380
GAMB00381,BACTEC MGIT 960 PZA TUBE,BACTEC MGIT 960 PZA TUBE,dispensingUnit:each,1,1,True,1,GAMB00381
GAMB00382,BACTEC MGIT 960 SIRE KIT,BACTEC MGIT 960 SIRE KIT,dispensingUnit:each,1,1,True,1,GAMB00382
GAMB00383,"BACTEC MGIT Growth Supplement Kit, (come together with Panta)","BACTEC MGIT Growth Supplement Kit, (come together with Panta)",dispensingUnit:each,1,1,True,1,GAMB00383
GAMB00384,BACTEC MIGIT 960 control vials,BACTEC MIGIT 960 control vials,dispensingUnit:each,1,1,True,1,GAMB00384
GAMB00385,BB BACTEC MIGIT960 Ethambutol 7.5 kit,BB BACTEC MIGIT960 Ethambutol 7.5 kit,dispensingUnit:each,1,1,True,1,GAMB00385
GAMB00386,BBL MGIT Tubes for use in BACTEC MGIT 960 System (7ml),BBL MGIT Tubes for use in BACTEC MGIT 960 System (7ml),dispensingUnit:each,1,1,True,1,GAMB00386
GAMB00387,"BBL® MGIT™ OADC, 15 ml carton of 6 vials enrichment","BBL® MGIT™ OADC, 15 ml carton of 6 vials enrichment",dispensingUnit:each,1,1,True,1,GAMB00387
GAMB00388,BD DACTEC MIGIT 960 Isoniazid 4.0 kit,BD DACTEC MIGIT 960 Isoniazid 4.0 kit,dispensingUnit:each,1,1,True,1,GAMB00388
GAMB00389,Biohazard bags,Biohazard bags,dispensingUnit:each,1,1,True,1,GAMB00389
GAMB00390,Blood Agar Base 500g,Blood Agar Base 500g,dispensingUnit:each,1,1,True,1,GAMB00390
GAMB00391,Cetylperidium chloride,Cetylperidium chloride,dispensingUnit:each,1,1,True,1,GAMB00391
GAMB00392,Combitips 12.5ml,Combitips 12.5ml,dispensingUnit:each,1,1,True,1,GAMB00392
GAMB00393,Combitips 5ml,Combitips 5ml,dispensingUnit:each,1,1,True,1,GAMB00393
GAMB00394,Di sodium hydrogen phosphate dodehydrate,Di sodium hydrogen phosphate dodehydrate,dispensingUnit:each,1,1,True,1,GAMB00394
GAMB00395,Floating test tubes Rack,Floating test tubes Rack,dispensingUnit:each,1,1,True,1,GAMB00395
GAMB00396,Four way rack for 15-50ml tube,Four way rack for 15-50ml tube,dispensingUnit:each,1,1,True,1,GAMB00396
GAMB00397,"four way rack for 15-50ml tube,floating test tubes rack, modular heating block and streile plastic forcep","four way rack for 15-50ml tube,floating test tubes rack, modular heating block and streile plastic forcep",dispensingUnit:each,1,1,True,1,GAMB00397
